marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2,carburant,etiquette_energie,bonus_malus
AUDI,A4 AVANT V6 3.2 FSI QUATTRO,MAU29I4FT500,17,195.0,M 6,13.0,6.8,9.1,216,ES,F,+ 1600
AUDI,A4 AVANT V6 3.2 FSI QUATTRO,MAU29I4FU501,17,195.0,M 6,13.0,6.8,9.1,216,ES,F,+ 1600
AUDI,A4 AVANT V6 3.2 FSI QUATTRO,MAU29I4FV502,17,195.0,M 6,13.0,6.8,9.1,216,ES,F,+ 1600
AUDI,A4 AVANT V6 3.2 FSI QUATTRO,MAU29I4FW503,17,195.0,M 6,13.0,6.8,9.1,216,ES,F,+ 1600
AUDI,S3 2.0 TFSI (265ch) QUATTRO,MAU29I4GV767,17,195.0,M 6,11.8,6.6,8.5,199,ES,E,+ 750
AUDI,S3 2.0 TFSI (265ch) QUATTRO,MAU29I4GW768,17,195.0,M 6,11.8,6.6,8.5,199,ES,E,+ 750
AUDI,S3 SPORTBACK 2.0 TFSI (265ch) QUATTRO,MAU29I4GW865,17,195.0,M 6,11.8,6.7,8.5,201,ES,F,+ 1600
AUDI,S3 SPORTBACK 2.0 TFSI (265ch) QUATTRO,MAU29I4GX866,17,195.0,M 6,11.8,6.7,8.5,201,ES,F,+ 1600
AUDI,AUDI TT ROADSTER V6 3.2 (250ch) QUATTRO,MAU29I5MS174,17,184.0,M 6,14.8,7.8,10.4,250,ES,F,+ 1600
AUDI,AUDI TT ROADSTER V6 3.2 (250ch) QUATTRO,MAU29I5MT175,17,184.0,M 6,14.8,7.8,10.4,250,ES,F,+ 1600
AUDI,AUDI TTS COUPE 2.0 TFSI (272ch) QUATTRO,MAU29J1MG000,17,200.0,M 6,11.0,6.4,8.1,188,ES,E,+ 750
AUDI,A5 V6 3.2 FSI QUATTRO,MAU29J1VS075,17,195.0,M 6,13.0,6.7,9.0,215,ES,F,+ 1600
AUDI,A5 V6 3.2 FSI QUATTRO,MAU29J1VT076,17,195.0,M 6,13.0,6.7,9.0,215,ES,F,+ 1600
AUDI,A5 V6 3.2 FSI QUATTRO,MAU29J1VU077,17,195.0,M 6,13.0,6.7,9.0,215,ES,F,+ 1600
AUDI,A5 2.0 TFSI (211ch) QUATTRO,MAU29J1VU102,13,155.0,M 6,10.0,5.9,7.4,172,ES,E,+ 750
AUDI,A5 2.0 TFSI (211ch) QUATTRO,MAU29J1VV103,13,155.0,M 6,10.0,5.9,7.4,172,ES,E,+ 750
AUDI,A5 2.0 TFSI (211ch) QUATTRO,MAU29J1VW104,13,155.0,M 6,10.0,5.9,7.4,172,ES,E,+ 750
AUDI,A4 2.0 TFSI (211ch) QUATTRO,MAU29J2F0158,13,155.0,M 6,10.0,5.9,7.4,172,ES,E,+ 750
AUDI,A4 2.0 TFSI (211ch) QUATTRO,MAU29J2F1159,13,155.0,M 6,10.0,5.9,7.4,172,ES,E,+ 750
AUDI,A4 AVANT 2.0 TFSI (211ch)  QUATTRO,MAU29J4FW053,13,155.0,M 6,10.1,6.2,7.6,176,ES,E,+ 750
AUDI,A4 AVANT 2.0 TFSI (211ch) QUATTRO,MAU29J4FX054,13,155.0,M 6,10.1,6.2,7.6,176,ES,E,+ 750
AUDI,AUDI TTS ROADSTER 2.0 TFSI (272ch) QUATTRO,MAU29J5MX009,17,200.0,M 6,11.1,6.7,8.3,193,ES,E,+ 750
AUDI,AUDI TTS ROADSTER 2.0 TFSI (272ch) QUATTRO,MAU29J5MY010,17,200.0,M 6,11.1,6.7,8.3,193,ES,E,+ 750
AUDI,A3 1.6 (102ch) S TRONIC,MAU33I4G2707,6,75.0,A 7,9.4,5.1,6.7,159,ES,D,-
AUDI,A3 1.6 (102ch) S TRONIC,MAU33I4G3708,6,75.0,A 7,9.4,5.1,6.7,159,ES,D,-
AUDI,A3 SPORTBACK 1.6 (102ch) S TRONIC,MAU33I4G3805,6,75.0,A 7,9.4,5.1,6.7,159,ES,D,-
AUDI,A3 SPORTBACK 1.6 (102ch) S TRONIC,MAU33I4G4806,6,75.0,A 7,9.4,5.1,6.7,159,ES,D,-
AUDI,A3 SPORTBACK 1.4 TFSI (125ch) S TRONIC,MAU35I4G0836,7,92.0,A 7,7.4,4.8,5.8,137,ES,C,-
AUDI,A3 1.4 TFSI (125ch) S TRONIC,MAU35I4GY737,7,92.0,A 7,7.1,4.8,5.6,133,ES,C,-
AUDI,A3 1.4 TFSI (125ch) S TRONIC,MAU35I4GZ738,7,92.0,A 7,7.1,4.8,5.6,133,ES,C,-
AUDI,A3 SPORTBACK 1.4 TFSI (125ch) S TRONIC,MAU35I4GZ835,7,92.0,A 7,7.4,4.8,5.8,137,ES,C,-
AUDI,A3 1.8 TFSI (160ch) S TRONIC,MAU37I4GP761,9,118.0,A 7,8.9,5.3,6.6,153,ES,D,-
AUDI,A3 1.8 TFSI (160ch) S TRONIC,MAU37I4GP762,9,118.0,A 7,8.9,5.3,6.6,153,ES,D,-
AUDI,A3 SPORTBACK 1.8 TFSI (180ch) S TRONIC,MAU37I4GP859,9,118.0,A 7,9.0,5.3,6.7,158,ES,D,-
AUDI,A3 SPORTBACK 1.8 TFSI (180ch) S TRONIC,MAU37I4GQ860,9,118.0,A 7,9.0,5.3,6.7,158,ES,D,-
AUDI,A3 CABRIOLET 1.8 TFSI (160ch) S TRONIC,MAU37I5G0153,10,118.0,A 6,10.6,5.8,7.6,180,ES,E,+ 750
AUDI,A3 CABRIOLET 1.8 TFSI (160ch) S TRONIC,MAU37I5GZ152,10,118.0,A 6,10.6,5.8,7.6,180,ES,E,+ 750
AUDI,AUDI TT COUPE 2.0TFSI (200ch) S TRONIC,MAU38I1M4158,12,147.0,A 6,10.6,6.0,7.7,183,ES,E,+ 750
AUDI,AUDI TT COUPE 2.0TFSI (200ch) S TRONIC,MAU38I1M5159,12,147.0,A 6,10.6,6.0,7.7,183,ES,E,+ 750
AUDI,A3 2.0 TFSI (200ch) S TRONIC,MAU38I4GJ755,12,147.0,A 6,9.8,5.7,7.2,171,ES,E,+ 750
AUDI,A3 2.0 TFSI (200ch) S TRONIC,MAU38I4GK756,12,147.0,A 6,9.8,5.7,7.2,171,ES,E,+ 750
AUDI,A3 SPORTBACK 2.0 TFSI (200ch) S TRONIC,MAU38I4GK853,12,147.0,A 6,9.8,5.7,7.2,171,ES,E,+ 750
AUDI,A3 SPORTBACK 2.0 TFSI (200ch) S TRONIC,MAU38I4GL854,12,147.0,A 6,9.8,5.7,7.2,171,ES,E,+ 750
AUDI,A3 CABRIOLET 2.0 TFSI (200ch) S TRONIC,MAU38I5GW112,12,147.0,A 6,10.3,6.1,7.6,181,ES,E,+ 750
AUDI,A3 CABRIOLET 2.0 TFSI (200ch) S TRONIC,MAU38I5GX113,12,147.0,A 6,10.3,6.1,7.6,181,ES,E,+ 750
AUDI,AUDI TT ROADSTER 2.0TFSI (200ch) S TRONIC,MAU38I5MU176,12,147.0,A 6,10.8,6.1,7.8,186,ES,E,+ 750
AUDI,AUDI TT ROADSTER 2.0TFSI (200ch) S TRONIC,MAU38I5MV177,12,147.0,A 6,10.8,6.1,7.8,186,ES,E,+ 750
AUDI,AUDI TT COUPE 2.0TFSI (200ch) QUATTRO S TRONIC,MAU48I1M3993,12,147.0,A 6,10.5,6.1,7.7,178,ES,E,+ 750
AUDI,AUDI TT COUPE 2.0TFSI (200ch) QUATTRO S TRONIC,MAU48I1M4994,12,147.0,A 6,10.5,6.1,7.7,178,ES,E,+ 750
AUDI,A3 2.0 TFSI (200ch) QUATTRO S TRONIC,MAU48I4GP759,12,147.0,A 6,9.9,6.1,7.5,178,ES,E,+ 750
AUDI,A3 2.0 TFSI (200ch) QUATTRO S TRONIC,MAU48I4GP760,12,147.0,A 6,9.9,6.1,7.5,178,ES,E,+ 750
AUDI,A3 SPORTBACK 2.0 TFSI (200ch) QUATTRO S TRONIC,MAU48I4GP857,12,147.0,A 6,10.0,6.2,7.6,180,ES,E,+ 750
AUDI,A3 SPORTBACK 2.0 TFSI (200ch) QUATTRO S TRONIC,MAU48I4GQ858,12,147.0,A 6,10.0,6.2,7.6,180,ES,E,+ 750
AUDI,AUDI TT ROADSTER 2.0TFSI (200ch) QUATTRO S TRONIC,MAU48J5MS003,12,147.0,A 6,10.5,6.3,7.8,181,ES,E,+ 750
AUDI,AUDI TT ROADSTER 2.0TFSI (200ch) QUATTRO S TRONIC,MAU48J5MT004,12,147.0,A 6,10.5,6.3,7.8,181,ES,E,+ 750
AUDI,A8 LIMOUSINE V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G2BC394,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 V8 4.2 FSI  (350ch) QUATTRO TIPTRONIC,MAU49G2BC466,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 LIMOUSINE V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G2BD395,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 V8 4.2 FSI  (350ch) QUATTRO TIPTRONIC,MAU49G2BD467,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 LIMOUSINE W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49G2BE371,37,331.0,A 6,20.7,10.0,13.9,334,ES,G,+ 2600
AUDI,A8 LIMOUSINE V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G2BE396,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 V8 4.2 FSI  (350ch) QUATTRO TIPTRONIC,MAU49G2BE468,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 LIMOUSINE V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G2BF397,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 V8 4.2 FSI  (350ch) QUATTRO TIPTRONIC,MAU49G2BF469,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 LIMOUSINE W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49G2BG373,37,331.0,A 6,20.7,10.0,13.9,334,ES,G,+ 2600
AUDI,A8 LIMOUSINE V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G2BG398,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 V8 4.2 FSI  (350ch) QUATTRO TIPTRONIC,MAU49G2BG470,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 LIMOUSINE V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G2BH399,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 V8 4.2 FSI  (350ch) QUATTRO TIPTRONIC,MAU49G2BH471,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 LIMOUSINE W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49G2BJ375,37,331.0,A 6,20.7,10.0,13.9,334,ES,G,+ 2600
AUDI,A8 LIMOUSINE V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G2BJ400,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 LIMOUSINE V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G2BJ401,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 V8 4.2 FSI  (350ch) QUATTRO TIPTRONIC,MAU49G2BJ472,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 V8 4.2 FSI  (350ch) QUATTRO TIPTRONIC,MAU49G2BJ473,25,257.0,A 6,15.7,8.2,10.9,259,ES,G,+ 2600
AUDI,A8 LIMOUSINE W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49G2BK377,37,331.0,A 6,20.7,10.0,13.9,334,ES,G,+ 2600
AUDI,A8 W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49H2B7873,37,331.0,A 6,21.4,10.8,14.7,350,ES,G,+ 2600
AUDI,A8 W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49H2B8874,37,331.0,A 6,21.4,10.8,14.7,350,ES,G,+ 2600
AUDI,A8 W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49H2B9875,37,331.0,A 6,21.4,10.8,14.7,350,ES,G,+ 2600
AUDI,A8 V6 3.2 FSI (260ch) QUATTRO TIPTRONIC,MAU49H2BJ884,18,191.0,A 6,16.0,7.8,10.9,259,ES,G,+ 2600
AUDI,A8 V6 3.2 FSI (260ch) QUATTRO TIPTRONIC,MAU49H2BJ885,18,191.0,A 6,16.0,7.8,10.9,259,ES,G,+ 2600
AUDI,A8 V6 3.2 FSI (260ch) QUATTRO TIPTRONIC,MAU49H2BK886,18,191.0,A 6,16.0,7.8,10.9,259,ES,G,+ 2600
AUDI,A8 V6 3.2 FSI (260ch) QUATTRO TIPTRONIC,MAU49H2BL887,18,191.0,A 6,16.0,7.8,10.9,259,ES,G,+ 2600
AUDI,S8 V10 5.2 FSI (450ch) QUATTRO TIPTRONIC,MAU49H2BM888,36,331.0,A 6,19.5,9.5,13.2,314,ES,G,+ 2600
AUDI,S8 V10 5.2 FSI (450ch) QUATTRO TIPTRONIC,MAU49H2BN889,36,331.0,A 6,19.5,9.5,13.2,314,ES,G,+ 2600
AUDI,S8 V10 5.2 FSI (450ch) QUATTRO TIPTRONIC,MAU49H2BP890,36,331.0,A 6,19.5,9.5,13.2,314,ES,G,+ 2600
AUDI,S8 V10 5.2 FSI (450ch) QUATTRO TIPTRONIC,MAU49H2BP891,36,331.0,A 6,19.5,9.5,13.2,314,ES,G,+ 2600
AUDI,S8 V10 5.2 FSI (450ch) QUATTRO TIPTRONIC,MAU49H2BQ892,36,331.0,A 6,19.5,9.5,13.2,314,ES,G,+ 2600
AUDI,A8 W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49H2BR868,37,331.0,A 6,21.4,10.8,14.7,350,ES,G,+ 2600
AUDI,S8 V10 5.2 FSI (450ch) QUATTRO TIPTRONIC,MAU49H2BR893,36,331.0,A 6,19.5,9.5,13.2,314,ES,G,+ 2600
AUDI,A8 W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49H2BS869,37,331.0,A 6,21.4,10.8,14.7,350,ES,G,+ 2600
AUDI,S8 V10 5.2 FSI (450ch) QUATTRO TIPTRONIC,MAU49H2BS894,36,331.0,A 6,19.5,9.5,13.2,314,ES,G,+ 2600
AUDI,A8 W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49H2BT870,37,331.0,A 6,21.4,10.8,14.7,350,ES,G,+ 2600
AUDI,S8 V10 5.2 FSI (450ch) QUATTRO TIPTRONIC,MAU49H2BT895,36,331.0,A 6,19.5,9.5,13.2,314,ES,G,+ 2600
AUDI,A8 W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49H2BU871,37,331.0,A 6,21.4,10.8,14.7,350,ES,G,+ 2600
AUDI,A8 W12 6.0 (450ch) QUATTRO TIPTRONIC,MAU49H2BV872,37,331.0,A 6,21.4,10.8,14.7,350,ES,G,+ 2600
AUDI,AUDI TT COUPE V6 3.2 (250ch) QUATTRO S TRONIC,MAU49I1M2154,16,184.0,A 6,12.9,7.3,9.4,224,ES,F,+ 1600
AUDI,AUDI TT COUPE V6 3.2 (250ch) QUATTRO S TRONIC,MAU49I1M3155,16,184.0,A 6,12.9,7.3,9.4,224,ES,F,+ 1600
AUDI,AUDI TTS COUPE 2.0 TFSI (272ch) QUATTRO S TRONIC,MAU49I1M8997,17,200.0,A 6,10.6,6.4,7.9,184,ES,E,+ 750
AUDI,AUDI TTS COUPE 2.0 TFSI (272ch) QUATTRO S TRONIC,MAU49I1M9998,17,200.0,A 6,10.6,6.4,7.9,184,ES,E,+ 750
AUDI,A4 V6 3.2 FSI QUATTRO TIPTRONIC,MAU49I2FT635,17,195.0,A 6,13.0,6.7,9.0,215,ES,F,+ 1600
AUDI,A4 V6 3.2 FSI QUATTRO TIPTRONIC,MAU49I2FU636,17,195.0,A 6,13.0,6.7,9.0,215,ES,F,+ 1600
AUDI,A4 AVANT V6 3.2 FSI QUATTRO TIPTRONIC,MAU49I4FT498,17,195.0,A 6,13.1,6.9,9.2,219,ES,F,+ 1600
AUDI,A4 AVANT V6 3.2 FSI QUATTRO TIPTRONIC,MAU49I4FU499,17,195.0,A 6,13.1,6.9,9.2,219,ES,F,+ 1600
AUDI,A3 V6 3.2 (250ch) QUATTRO S TRONIC,MAU49I4GD711,16,184.0,A 6,13.0,7.3,9.4,224,ES,F,+ 1600
AUDI,A3 V6 3.2 (250ch) QUATTRO S TRONIC,MAU49I4GE712,16,184.0,A 6,13.0,7.3,9.4,224,ES,F,+ 1600
AUDI,A3 SPORTBACK V6 3.2 (250ch) QUATTRO S TRONIC,MAU49I4GE809,16,184.0,A 6,13.0,7.3,9.4,224,ES,F,+ 1600
AUDI,A3 SPORTBACK V6 3.2 (250ch) QUATTRO S TRONIC,MAU49I4GF810,16,184.0,A 6,13.0,7.3,9.4,224,ES,F,+ 1600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4S0370,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4S1371,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4S2372,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4S3373,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SG350,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SH351,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SJ352,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SJ353,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SK354,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SL355,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SM356,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SN357,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SP358,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SP359,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SQ360,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SR361,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SS362,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4ST363,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SU364,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SV365,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SW366,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SX367,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SY368,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,Audi Q7 V6 3.6 FSI,MAU49I4SZ369,21,206.0,A 6,17.8,9.8,12.7,304,ES,G,+ 2600
AUDI,AUDI TT ROADSTER V6 3.2 (250ch) QUATTRO S TRONIC,MAU49I5MS172,17,184.0,A 6,13.0,7.4,9.5,227,ES,F,+ 1600
AUDI,AUDI TT ROADSTER V6 3.2 (250ch) QUATTRO S TRONIC,MAU49I5MT173,17,184.0,A 6,13.0,7.4,9.5,227,ES,F,+ 1600
AUDI,A6 V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J2K0381,14,162.0,A 6,12.7,6.9,9.0,212,ES,F,+ 1600
AUDI,A6 V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J2K1382,14,162.0,A 6,12.7,6.9,9.0,212,ES,F,+ 1600
AUDI,A6 V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J2K2383,14,162.0,A 6,12.7,6.9,9.0,212,ES,F,+ 1600
AUDI,A6 V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J2K3384,14,162.0,A 6,12.7,6.9,9.0,212,ES,F,+ 1600
AUDI,A6 V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J2K4385,14,162.0,A 6,12.7,6.9,9.0,212,ES,F,+ 1600
AUDI,A6 V6 3.0 TFSI (290ch) QUATTRO TIPTRONIC,MAU49J2KL294,19,213.0,A 6,13.2,7.1,9.4,219,ES,F,+ 1600
AUDI,A6 V6 3.0 TFSI (290ch) QUATTRO TIPTRONIC,MAU49J2KM295,19,213.0,A 6,13.2,7.1,9.4,219,ES,F,+ 1600
AUDI,A6 V6 3.0 TFSI (290ch) QUATTRO TIPTRONIC,MAU49J2KN296,19,213.0,A 6,13.2,7.1,9.4,219,ES,F,+ 1600
AUDI,A6 V6 3.0 TFSI (290ch) QUATTRO TIPTRONIC,MAU49J2KP297,19,213.0,A 6,13.2,7.1,9.4,219,ES,F,+ 1600
AUDI,A6 V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49J2KU278,25,257.0,A 6,14.8,7.5,10.2,244,ES,F,+ 1600
AUDI,A6 V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49J2KV279,25,257.0,A 6,14.8,7.5,10.2,244,ES,F,+ 1600
AUDI,A6 V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49J2KW280,25,257.0,A 6,14.8,7.5,10.2,244,ES,F,+ 1600
AUDI,A6 V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49J2KX281,25,257.0,A 6,14.8,7.5,10.2,244,ES,F,+ 1600
AUDI,A6 V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J2KX378,14,162.0,A 6,12.7,6.9,9.0,212,ES,F,+ 1600
AUDI,A6 V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J2KY379,14,162.0,A 6,12.7,6.9,9.0,212,ES,F,+ 1600
AUDI,A6 V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J2KZ380,14,162.0,A 6,12.7,6.9,9.0,212,ES,F,+ 1600
AUDI,S6 V10 5.2 FSI (435ch) QUATTRO TIPTRONIC,MAU49J2P3282,35,320.0,A 6,18.5,9.1,12.6,299,ES,G,+ 2600
AUDI,S6 V10 5.2 FSI (435ch) QUATTRO TIPTRONIC,MAU49J2P4283,35,320.0,A 6,18.5,9.1,12.6,299,ES,G,+ 2600
AUDI,S6 V10 5.2 FSI (435ch) QUATTRO TIPTRONIC,MAU49J2P5284,35,320.0,A 6,18.5,9.1,12.6,299,ES,G,+ 2600
AUDI,S6 V10 5.2 FSI (435ch) QUATTRO TIPTRONIC,MAU49J2P6285,35,320.0,A 6,18.5,9.1,12.6,299,ES,G,+ 2600
AUDI,A6 AVANT V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49J4K0183,25,257.0,A 6,14.8,7.5,10.2,244,ES,F,+ 1600
AUDI,A6 AVANT V6 3.0 TFSI (290ch) QUATTRO TIPTRONIC,MAU49J4K7190,19,213.0,A 6,13.3,7.2,9.5,223,ES,F,+ 1600
AUDI,A6 AVANT V6 3.0 TFSI (290ch) QUATTRO TIPTRONIC,MAU49J4K8191,19,213.0,A 6,13.3,7.2,9.5,223,ES,F,+ 1600
AUDI,A6 AVANT V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J4KP232,14,162.0,A 6,12.8,7.0,9.1,214,ES,F,+ 1600
AUDI,A6 AVANT V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J4KP233,14,162.0,A 6,12.8,7.0,9.1,214,ES,F,+ 1600
AUDI,A6 AVANT V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J4KQ234,14,162.0,A 6,12.8,7.0,9.1,214,ES,F,+ 1600
AUDI,A6 AVANT V6 2.8 FSI (220ch) QUATTRO TIPTRONIC,MAU49J4KR235,14,162.0,A 6,12.8,7.0,9.1,214,ES,F,+ 1600
AUDI,A6 AVANT V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49J4KZ182,25,257.0,A 6,14.8,7.5,10.2,244,ES,F,+ 1600
AUDI,S6 AVANT V10 5.2 FSI (435ch) QUATTRO TIPTRONIC,MAU49J4P6184,35,320.0,A 6,18.5,9.1,12.6,299,ES,G,+ 2600
AUDI,S6 AVANT V10 5.2 FSI (435ch) QUATTRO TIPTRONIC,MAU49J4P7185,35,320.0,A 6,18.5,9.1,12.6,299,ES,G,+ 2600
AUDI,Audi Q7 4.2TFSI (350ch),MAU49J4SM416,27,257.0,A 6,19.1,10.0,13.3,317,ES,G,+ 2600
AUDI,Audi Q7 4.2TFSI (350ch),MAU49J4SN417,27,257.0,A 6,19.1,10.0,13.3,317,ES,G,+ 2600
AUDI,Audi Q7 4.2TFSI (350ch),MAU49J4SP418,27,257.0,A 6,19.1,10.0,13.3,317,ES,G,+ 2600
AUDI,Audi Q7 4.2TFSI (350ch),MAU49J4SP419,27,257.0,A 6,19.1,10.0,13.3,317,ES,G,+ 2600
AUDI,Audi Q7 4.2TFSI (350ch),MAU49J4SQ420,27,257.0,A 6,19.1,10.0,13.3,317,ES,G,+ 2600
AUDI,Audi Q7 4.2TFSI (350ch),MAU49J4SR421,27,257.0,A 6,19.1,10.0,13.3,317,ES,G,+ 2600
AUDI,Audi Q7 4.2TFSI (350ch),MAU49J4SS422,27,257.0,A 6,19.1,10.0,13.3,317,ES,G,+ 2600
AUDI,Audi Q7 4.2TFSI (350ch),MAU49J4ST423,27,257.0,A 6,19.1,10.0,13.3,317,ES,G,+ 2600
AUDI,ALLROAD QUATTRO V8 4.2 FSI (350ch) TIPTRONIC,MAU49J4TE249,25,257.0,A 6,15.3,8.1,10.8,257,ES,G,+ 2600
AUDI,ALLROAD QUATTRO V8 4.2 FSI (350ch) TIPTRONIC,MAU49J4TF250,25,257.0,A 6,15.3,8.1,10.8,257,ES,G,+ 2600
AUDI,ALLROAD QUATTRO V8 4.2 FSI (350ch) TIPTRONIC,MAU49J4TG251,25,257.0,A 6,15.3,8.1,10.8,257,ES,G,+ 2600
AUDI,ALLROAD QUATTRO V6 3.0 TFSI (290ch) TIPTRONIC,MAU49J4TH252,20,213.0,A 6,13.3,7.6,9.7,225,ES,F,+ 1600
