marques,modele,typ._mines,cnit,carb,cv,puiss.,bv,urbain,ex.urb,mixte,co2
FORD,KOMBI 2.0TD TRACTION (85ch),MFD5294D3004,FDFYF3FABF9CAA,GO,7,62.5,M 5,9.4,6.7,7.7,202
FORD,TOURNEO 2.0TD TRACTION (85ch),MFD5294D1038,FBEYF3FAAC9CAH,GO,7,62.5,M 5,9.4,6.7,7.7,202
HYUNDAI,SANTA FE 2.0L CRDi 4WD GLS Confort,MHY6414PG425,SMV2DA,GO,8,82.5,M 5,9.5,6.5,7.6,202
SAAB,37385ESTATE 3.0V6 TiD (176ch),MSA5702CY400,YS3EXXXXE5LM01,GO,11,130.0,M 5,10.3,6.0,7.6,202
HYUNDAI,SANTA FE 2.0L CRDi 2WD GLS Confort,MHY5414PF463,SMV1GAO,GO,8,82.5,M 5,10.0,6.3,7.6,203
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PL453,7DZAXGBNX0N1P40J2SGFM52G007R,GO,10,111.0,M 5,9.6,6.3,7.5,203
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PM454,7DZAXGBNX0N1P40J2SGFM52G007S,GO,10,111.0,M 5,9.6,6.3,7.5,203
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PF447,7DZAXGBNX0N1P00J2SGFM52G007R,GO,10,111.0,M 5,9.6,6.3,7.5,203
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PG448,7DZAXGBNX0N1P00J2SGFM52G007S,GO,10,111.0,M 5,9.6,6.3,7.5,203
VOLKSWAGEN,CARAVELLE LONGUE TDI (150ch),MVW57D4P8440,7DZAXGBNX0L1P00J2SGFM52G007R,GO,10,111.0,M 5,9.6,6.3,7.5,203
VOLKSWAGEN,CARAVELLE LONGUE TDI (150ch),MVW57D4P9441,7DZAXGBNX0L1P00J2SGFM52G007S,GO,10,111.0,M 5,9.6,6.3,7.5,203
VOLKSWAGEN,MULTIVAN TDI (150ch),MVW57D4QU486,7DZAXGMNX0N1P40J2SGFM52G007S,GO,10,111.0,M 5,9.6,6.3,7.5,203
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (150ch),MVW57D4QF482,7DZAXGMAX0N1P40J2SGFM52G007S,GO,10,111.0,M 5,9.6,6.3,7.5,203
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6BD068,7MSEA8CAUYX11NSGQM62N006S,GO,8,85.0,M 6,9.5,6.3,7.5,203
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6B3094,7MSEA8FAUYX11NSGQM62N006S,GO,8,85.0,M 6,9.5,6.3,7.5,203
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6BW112,7MSEA8TAUYX11NSGQM62N006S,GO,8,85.0,M 6,9.5,6.3,7.5,203
FIAT,DOBLO 1.9D,MFT5002UL992,223AXB1A01,GO,6,46.0,M 5,9.9,6.5,7.7,204
FORD,GALAXY 1.9TDi BVA,MFD7496AR098,WGRAUY17BR,GO,8,85.0,A 5,9.7,6.3,7.6,205
LAND ROVER,FREELANDER Td4 3P,MLD6404DE316,LNAE028,GO,8,82.0,M 5,9.1,6.7,7.6,205
LAND ROVER,FREELANDER Td4 5P,MLD6404DK322,LNBE018,GO,8,82.0,M 5,9.1,6.7,7.6,205
OPEL,OMEGA 2.5DTI 24V,MPL5662KP745,V94BP112A14HDGGH5,GO,10,110.0,M 5,10.1,6.1,7.6,205
OPEL,OMEGA 2.5DTI 24V,MPL5662KS748,V94FP116A14JDGGH5,GO,10,110.0,M 5,10.1,6.1,7.6,205
OPEL,VIVARO COMBI 1.9DI,MPL5163QY724,X83CB117A07AA015AA9,GO,6,60.0,M 5,9.3,6.8,7.7,205
OPEL,VIVARO COMBI 1.9DI,MPL5163QZ725,X83CB119A08AB025AB9,GO,6,60.0,M 5,9.3,6.8,7.7,205
OPEL,VIVARO COMBI 1.9DTI,MPL5363QK726,X83CC117A07AA016AA9,GO,7,74.0,M 6,9.3,6.8,7.7,205
OPEL,VIVARO COMBI 1.9DTI,MPL5363QL727,X83CC119A08AB026AB9,GO,7,74.0,M 6,9.3,6.8,7.7,205
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6B6060,7MSEA8CAUYX01NAGFA59B009R,GO,8,85.0,A 5,9.7,6.3,7.6,205
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6B0090,7MSEA8FAUYX01NAGFA59B009R,GO,8,85.0,A 5,9.7,6.3,7.6,205
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6BT108,7MSEA8TAUYX01NAGFA59B009R,GO,8,85.0,A 5,9.7,6.3,7.6,205
BMW,330d TOURING,MBM6824C0175,346XAP9101,GO,12,135.0,M 5,10.3,6.3,7.8,207
BMW,330xd TOURING,MBM6824CC636,346XEP7101,GO,12,135.0,M 5,10.3,6.3,7.8,207
MERCEDES-BENZ,E 320 CDI BERLINE BVA,MMB78C2CN279,210J026F0SRBBA50,GO,12,145.0,A 5,11.1,5.9,7.8,207
MERCEDES-BENZ,V 220 CDI,MMB54C6HG362,638/2YBF0G7AAB1,GO,8,90.0,M 5,10.2,6.6,7.9,208
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PB789,7DBACVBNX0N1P00J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PN801,7DBACVBNX0N1P40J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch),MVW5374P0778,7DBACVBNX0L1P00J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208
VOLKSWAGEN,COMBI COURT TDI (102ch),MVW5374F1861,7DBACVKNX0N1P00J2SGFM52G002P,GO,7,75.0,M 5,9.7,6.6,7.7,208
VOLKSWAGEN,COMBI COURT TDI (102ch),MVW5374F2862,7DBACVKNX0N1P00J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208
VOLKSWAGEN,COMBI LONG TDI (102ch),MVW5374FJ843,7DBACVKNX0L1P00J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208
VOLKSWAGEN,MULTIVAN TDI (150ch),MVW57D4QV487,7DZAXGMNX0N1P40J2SGFM52G007T,GO,10,111.0,M 5,9.8,6.5,7.7,208
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (150ch),MVW57D4QG483,7DZAXGMAX0N1P40J2SGFM52G007T,GO,10,111.0,M 5,9.8,6.5,7.7,208
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6BX113,7MSEA8TAUYX11NSGQM62N006T,GO,8,85.0,M 6,9.7,6.5,7.7,208
MERCEDES-BENZ,E 320 CDI BREAK BVA,MMB78B4C8613,210KJ226F0SRBBAA0,GO,12,145.0,A 5,11.3,5.9,7.9,209
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602ES405,RGYN5M01,GO,9,104.0,M 5,9.7,6.5,7.7,210
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602ER404,RGYN4M01,GO,9,104.0,M 5,9.7,6.5,7.7,210
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602EQ403,RGYN1M01,GO,9,104.0,M 5,9.7,6.5,7.7,210
CHRYSLER,VOYAGER 2.5L CRD,MC35602EY386,RGYN2M01,GO,9,104.0,M 5,9.7,6.5,7.7,210
CHRYSLER,VOYAGER 2.5L CRD,MC35602EZ387,RGYN3M01,GO,9,104.0,M 5,9.7,6.5,7.7,210
AUDI,A42.5TDI (180ch) QUATTRO BV6,MAU6882FB976,8ELAKEQ1QM6EAMR8E60P,GO,11,132.0,M 6,11.1,5.9,7.8,211
CITROEN,JUMPY 1.9D,MCT5103JB671,BDWJYB,GO,6,51.0,M 5,10.1,6.6,7.9,211
CITROEN,JUMPY 1.9D,MCT5103JA246,BDWJZA,GO,6,51.0,M 5,10.1,6.6,7.9,211
CITROEN,JUMPY 1.9D,MCT5103JC672,BEWJYB,GO,6,51.0,M 5,10.1,6.6,7.9,211
CITROEN,JUMPY 1.9D,MCT5103JC248,BEWJZA,GO,6,51.0,M 5,10.1,6.6,7.9,211
FORD,GALAXY 1.9TDi BVA,MFD7496AS099,WGRAUY17BS,GO,8,85.0,A 5,9.9,6.5,7.8,211
OPEL,OMEGA BREAK 2.5DTI 24V,MPL5664KK736,V94/KOMBIBP112A10LFGAK5,GO,10,110.0,M 5,10.4,6.3,7.8,211
OPEL,OMEGA BREAK 2.5DTI 24V,MPL5664KQ742,V94/KOMBIKP116A10NGGAK5,GO,10,110.0,M 5,10.4,6.3,7.8,211
PEUGEOT,EXPERT 1.9D,MPE5103GX225,BDWJZA,GO,6,51.0,M 5,10.1,6.6,7.9,211
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,MVW76D2EA614,3BGSTAKNX01AGFA51V022NO0GE,GO,10,110.0,A 5,11.4,6.0,7.8,211
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,MVW76D2ED617,3BGSTAKNX01AGFA51V022SO0GE,GO,10,110.0,A 5,11.4,6.0,7.8,211
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6B7061,7MSEA8CAUYX01NAGFA59B009S,GO,8,85.0,A 5,9.9,6.5,7.8,211
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6B1091,7MSEA8FAUYX01NAGFA59B009S,GO,8,85.0,A 5,9.9,6.5,7.8,211
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6BU109,7MSEA8TAUYX01NAGFA59B009S,GO,8,85.0,A 5,9.9,6.5,7.8,211
MERCEDES-BENZ,S 320 CDI BERLINE BVA,MMB78B2KU789,220N026F0SDAAA50,GO,13,145.0,A 5,11.4,6.0,8.0,212
AUDI,A42.5TDI (180ch) QUATTRO BV6,MAU6882FC977,8ELAKEQ1QM6EAMR8E60Q,GO,11,132.0,M 6,11.2,6.0,7.9,213
BMW,330d BERLINE BVA,MBM7812CV779,346LAL9102,GO,12,135.0,A 5,11.1,6.2,8.0,213
BMW,330d BERLINE BVA,MBM7822CJ741,346LER9102,GO,12,135.0,A 5,11.1,6.2,8.0,213
OPEL,MOVANO COMBI 1.9DTI,MPL5163LW666,J9APD5,GO,7,60.0,M 5,9.9,6.9,8.0,213
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PC790,7DBACVBNX0N1P00J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PD791,7DBACVBNX0N1P00J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PP802,7DBACVBNX0N1P40J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PP803,7DBACVBNX0N1P40J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PQ195,7DBAJTBNX0N1P00J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PW201,7DBAJTBNX0N1P40J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch),MVW5374P1779,7DBACVBNX0L1P00J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch),MVW5374P2780,7DBACVBNX0L1P00J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW5284P9189,7DBAJTBNX0L1P00J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213
VOLKSWAGEN,COMBI COURT TDI (102ch),MVW5374F3863,7DBACVKNX0N1P00J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,COMBI COURT TDI (88ch),MVW5284F9224,7DBAJTKNX0N1P00J2SGFM52B010P,GO,7,65.0,M 5,9.9,6.7,7.9,213
VOLKSWAGEN,COMBI COURT TDI (88ch),MVW5284FA225,7DBAJTKNX0N1P00J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213
VOLKSWAGEN,COMBI LONG TDI (102ch),MVW5374FK844,7DBACVKNX0L1P00J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,COMBI LONG TDI (102ch),MVW5374FL845,7DBACVKNX0L1P00J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,COMBI LONG TDI (88ch),MVW5284FY213,7DBAJTKNX0L1P00J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213
VOLKSWAGEN,MULTIVAN TDI (102ch),MVW5374QC922,7DBACVMNX0N1P40J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,MULTIVAN TDI (102ch),MVW5374QD923,7DBACVMNX0N1P40J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch),MVW5374QY908,7DBACVMAX0N1P40J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213
VOLKSWAGEN,PASSAT V6 TDI 4MOTION,MVW66D2EP630,3BGSTAKNX11SGQM61E007NP0GE,GO,10,110.0,M 6,11.2,6.0,7.9,213
VOLKSWAGEN,PASSAT V6 TDI 4MOTION,MVW66D2ER632,3BGSTAKNX11SGQM61E007SP0GE,GO,10,110.0,M 6,11.2,6.0,7.9,213
AUDI,A62.5TDI (180ch) QUATTRO BV6,MAU6872K1452,4BLAKEQ1QM6EAMR96Q,GO,12,132.0,M 6,11.2,6.3,8.0,216
AUDI,A62.5TDI (180ch) QUATTRO BV6,MAU6872KZ450,4BLAKEQ1QM6EAMR92Q,GO,12,132.0,M 6,11.2,6.3,8.0,216
AUDI,A62.5TDI (180ch) QUATTRO BV6,MAU6892KM593,4BLAKEQ1QM6EAMR99Q,GO,12,132.0,M 6,11.2,6.3,8.0,216
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6874K9323,4BAAKEQ1QM6EAMR92Q,GO,12,132.0,M 6,11.2,6.3,8.0,216
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6874KB325,4BAAKEQ1QM6EAMR96Q,GO,12,132.0,M 6,11.2,6.3,8.0,216
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6894K2605,4BAAKEQ1QM6EAMR99Q,GO,12,132.0,M 6,11.2,6.3,8.0,216
BMW,330d TOURING BVA,MBM7814CP938,346LAP9102,GO,12,135.0,A 5,11.3,6.3,8.1,216
BMW,330d TOURING BVA,MBM7824CM704,346LEL9102,GO,12,135.0,A 5,11.3,6.3,8.1,216
BMW,525d BERLINE BVA,MBM7722DS479,5/DDL0101,GO,11,120.0,A 5,11.1,6.4,8.1,216
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch),MVW5374FT817,7DBACVKHX0L1P00J2SGFM52G002Q,GO,8,75.0,M 5,9.8,6.9,8.0,216
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,MVW66D4E2506,3BGSEAKNX11SGQM61E007NP0GE,GO,10,110.0,M 6,11.3,6.1,8.0,216
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,MVW66D4E5509,3BGSEAKNX11SGQM61E007SP0GE,GO,10,110.0,M 6,11.3,6.1,8.0,216
VOLKSWAGEN,PASSAT V6 TDI 4MOTION,MVW66D2EQ631,3BGSTAKNX11SGQM61E007NQ0GE,GO,10,110.0,M 6,11.3,6.1,8.0,216
VOLKSWAGEN,PASSAT V6 TDI 4MOTION,MVW66D2ES633,3BGSTAKNX11SGQM61E007SQ0GE,GO,10,110.0,M 6,11.3,6.1,8.0,216
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,MVW76D2EB615,3BGSTAKNX01AGFA51V022NP0GE,GO,10,110.0,A 5,11.5,6.1,8.0,216
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,MVW76D2EE618,3BGSTAKNX01AGFA51V022SP0GE,GO,10,110.0,A 5,11.5,6.1,8.0,216
FORD,KOMBI 2.0TD TRACTION (75ch),MFD5194DE061,FDEYD3FAAC9CBA,GO,6,55.2,M 5,10.0,7.2,8.2,217
FORD,KOMBI 2.0TD TRACTION (75ch),MFD5194DK067,FDEYD3FABC9CBA,GO,6,55.2,M 5,10.0,7.2,8.2,217
FORD,KOMBI 2.0TD TRACTION (75ch),MFD5184DF997,FDFYD3FABF9CBA,GO,6,55.2,M 5,10.0,7.2,8.2,217
FORD,TOURNEO 2.0TD TRACTION (75ch),MFD5194DQ037,FBEYD3FAAC9CBH,GO,6,55.2,M 5,10.0,7.2,8.2,217
AUDI,A62.5L (180ch) TIPTRONIC,MAU7872KM434,4BLAKEF1FA5VAAR92P,GO,12,132.0,A 5,11.3,6.2,8.1,219
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6874KA324,4BAAKEQ1QM6EAMR92R,GO,12,132.0,M 6,11.3,6.4,8.1,219
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6874KC326,4BAAKEQ1QM6EAMR96R,GO,12,132.0,M 6,11.3,6.4,8.1,219
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6894K3606,4BAAKEQ1QM6EAMR99R,GO,12,132.0,M 6,11.3,6.4,8.1,219
BMW,525d TOURING BVA,MBM7724DP497,5/DDP0101,GO,11,120.0,A 5,11.5,6.3,8.2,219
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PR196,7DBAJTBNX0N1P00J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PS197,7DBAJTBNX0N1P00J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PX202,7DBAJTBNX0N1P40J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PY203,7DBAJTBNX0N1P40J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW5284PA190,7DBAJTBNX0L1P00J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW5284PB191,7DBAJTBNX0L1P00J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,COMBI COURT TDI (88ch),MVW5284FB226,7DBAJTKNX0N1P00J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,COMBI LONG TDI (88ch),MVW5284FZ214,7DBAJTKNX0L1P00J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,COMBI LONG TDI (88ch),MVW5284F0215,7DBAJTKNX0L1P00J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,MULTIVAN TDI (102ch),MVW5374QE924,7DBACVMNX0N1P40J2SGFM52G002T,GO,8,75.0,M 5,10.1,7.0,8.1,219
VOLKSWAGEN,MULTIVAN TDI (88ch),MVW5284Q5245,7DBAJTMNX0N1P40J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,MULTIVAN TDI (88ch),MVW5284Q6246,7DBAJTMNX0N1P40J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch),MVW5374QZ909,7DBACVMAX0N1P40J2SGFM52G002T,GO,8,75.0,M 5,10.1,7.0,8.1,219
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (88ch),MVW5284Q0240,7DBAJTMAX0N1P40J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,MVW66D4E3507,3BGSEAKNX11SGQM61E007NQ0GE,GO,10,110.0,M 6,11.4,6.2,8.1,219
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,MVW66D4E6510,3BGSEAKNX11SGQM61E007SQ0GE,GO,10,110.0,M 6,11.4,6.2,8.1,219
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,MVW76D2EC616,3BGSTAKNX01AGFA51V022NQ0GE,GO,10,110.0,A 5,11.6,6.2,8.1,219
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,MVW76D2EF619,3BGSTAKNX01AGFA51V022SQ0GE,GO,10,110.0,A 5,11.6,6.2,8.1,219
MERCEDES-BENZ,S 320 CDI LIMOUSINE BVA,MMB78C2K7898,220N126F0SDAAA50,GO,13,145.0,A 5,11.8,6.2,8.3,220
AUDI,A62.5L (180ch) TIPTRONIC,MAU7872KN435,4BLAKEF1FA5VAAR92Q,GO,12,132.0,A 5,11.4,6.3,8.2,221
AUDI,A6AVANT 2.5L (180ch) TIPTRONIC,MAU7874KX308,4BAAKEF1FA5VAAR92Q,GO,12,132.0,A 5,11.4,6.3,8.2,221
AUDI,A6AVANT 2.5L (180ch) TIPTRONIC,MAU7874KZ310,4BAAKEF1FA5VAAR96Q,GO,12,132.0,A 5,11.4,6.3,8.2,221
AUDI,A82.5TDI (180ch) TIPTRONIC,MAU7862BM990,D2LAKEF1FA5VA0R07Q,GO,12,132.0,A 5,11.8,6.1,8.2,221
BMW,530d BERLINE BVA,MBM7822DH483,5/DDL8101,GO,13,142.0,A 5,11.8,6.3,8.3,221
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch),MVW5374FU818,7DBACVKHX0L1P00J2SGFM52G002R,GO,8,75.0,M 5,10.0,7.1,8.2,221
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch),MVW5374FV819,7DBACVKHX0L1P00J2SGFM52G002S,GO,8,75.0,M 5,10.0,7.1,8.2,221
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,MVW66D4E4508,3BGSEAKNX11SGQM61E007NR0GE,GO,10,110.0,M 6,11.5,6.3,8.2,221
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,MVW66D4E7511,3BGSEAKNX11SGQM61E007SR0GE,GO,10,110.0,M 6,11.5,6.3,8.2,221
CARBODIES,TX1,MCR5102AU013,FL211,GO,7,58.2,M 5,10.7,7.1,8.4,222
CARBODIES,TX1,MCR5102AV014,FL212,GO,7,58.2,M 5,10.7,7.1,8.4,222
CARBODIES,TX1,MCR5102AY017,FX411,GO,7,58.2,M 5,10.7,7.1,8.4,222
CARBODIES,TX1,MCR5102AZ018,FX412,GO,7,58.2,M 5,10.7,7.1,8.4,222
KIA,CARNIVAL BREAK 7PL D,MKA5504FV171,UPUP17512,GO,9,93.0,M 5,10.9,6.8,8.3,222
MERCEDES-BENZ,V 220 CDI BVA,MMB74C6HG360,638/2YBF0D4AAB1,GO,9,90.0,A 4,10.9,7.0,8.4,222
AUDI,A82.5TDI (180ch) TIPTRONIC,MAU7862BN991,D2LAKEF1FA5VA0R07R,GO,12,132.0,A 5,11.9,6.2,8.3,224
VOLKSWAGEN,COMBI LONG SURLV TDI (88ch),MVW5284FP204,7DBAJTKHX0L1P00J2SGFM52B010Q,GO,7,65.0,M 5,10.2,7.1,8.3,224
VOLKSWAGEN,MULTIVAN TDI (88ch),MVW5284Q7247,7DBAJTMNX0N1P40J2SGFM52B010T,GO,7,65.0,M 5,10.3,7.1,8.3,224
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (88ch),MVW5284Q1241,7DBAJTMAX0N1P40J2SGFM52B010T,GO,7,65.0,M 5,10.3,7.1,8.3,224
VOLKSWAGEN,PASSAT BREAK V6 TDI TIPTRONIC,MVW76D4EP492,3BGSEAKNX01AGFA51V022NP0GE,GO,10,110.0,A 5,11.7,6.4,8.3,224
VOLKSWAGEN,PASSAT BREAK V6 TDI TIPTRONIC,MVW76D4ER494,3BGSEAKNX01AGFA51V022SP0GE,GO,10,110.0,A 5,11.7,6.4,8.3,224
DAEWOO,KORANDO 2.3 SLTD,MDW6303HC610,KJH0M11BL2?1C,GO,8,74.0,M 5,11.5,6.4,8.2,225
SSANGYONG,KORANDO 2.3 SLTD,MSS6303BB492,KJH0M11BL2?1C,GO,8,74.0,M 5,11.5,6.4,8.2,225
BMW,530d TOURING BVA,MBM7824DE501,5/DDP8101,GO,13,142.0,A 5,11.6,6.7,8.5,226
HYUNDAI,TERRACAN 2.9L CRD Confort,MHY6614RA494,HPX2LP,GO,10,110.0,M 5,10.5,7.5,8.6,227
VOLKSWAGEN,PASSAT BREAK V6 TDI TIPTRONIC,MVW76D4EQ493,3BGSEAKNX01AGFA51V022NQ0GE,GO,10,110.0,A 5,11.8,6.5,8.4,227
VOLKSWAGEN,PASSAT BREAK V6 TDI TIPTRONIC,MVW76D4ES495,3BGSEAKNX01AGFA51V022SQ0GE,GO,10,110.0,A 5,11.8,6.5,8.4,227
CITROEN,JUMPER COMBI COURT 10Q 2.0HDi,MCT5203EX652,231CJ2/D,GO,7,62.0,M 5,10.2,7.8,8.7,230
CITROEN,JUMPER COMBI COURT 10Q 2.0HDi,MCT5203EY653,231CJ2/E,GO,7,62.0,M 5,10.2,7.8,8.7,230
CITROEN,JUMPER COMBI COURT 10Q 2.0HDi,MCT5203E0655,231VJ2/D,GO,7,62.0,M 5,10.2,7.8,8.7,230
CITROEN,JUMPER COMBI MOYEN 14Q 2.0HDi,MCT5203EZ654,232CJ2/D,GO,7,62.0,M 5,10.2,7.8,8.7,230
CITROEN,JUMPER COMBI MOYEN 14Q 2.0HDi,MCT5203E1656,232VJ2/D,GO,7,62.0,M 5,10.2,7.8,8.7,230
PEUGEOT,BOXER COMBI COURT 10Q 2.0HDi,MPE5203EM788,231CJ2/D,GO,7,62.0,M 5,10.2,7.8,8.7,230
PEUGEOT,BOXER COMBI COURT 14Q 2.0HDi,MPE5203EP791,231VJ2/D,GO,7,62.0,M 5,10.2,7.8,8.7,230
PEUGEOT,BOXER COMBI MOYEN 10Q 2.0HDi,MPE5203EP790,232CJ2/D,GO,7,62.0,M 5,10.2,7.8,8.7,230
PEUGEOT,BOXER COMBI MOYEN 14Q 2.0HDi,MPE5203EQ792,232VJ2/D,GO,7,62.0,M 5,10.2,7.8,8.7,230
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PE918,7DBAUFBNX0N1P00J2AGFA41P017Q,GO,8,75.0,A 4,11.0,7.2,8.5,230
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PK924,7DBAUFBNX0N1P40J2AGFA41P017Q,GO,8,75.0,A 4,11.0,7.2,8.5,230
VOLKSWAGEN,COMBI COURT TDI (102ch) BVA,MVW7384FU944,7DBAUFKNX0N1P00J2AGFA41P017Q,GO,8,75.0,A 4,11.0,7.2,8.5,230
