marque,modele_version,cnit,mine,energie,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,immat
AUDI,A4 1.8T (150ch),MAU9694FL845,8EAAVJF1FAVJG0R8E50O,ES,9,110.0,V 0,11.4,6.5,8.3,199.0,2003-03-01
AUDI,A4 1.8T (163ch),MAU9794FS795,8EAAMMF1FAVJG0R8E60O,ES,11,120.0,V 0,13.5,6.9,9.3,223.0,2003-03-01
AUDI,A4 1.8T (163ch),MAU9794FV798,8EAAMMF1FAVJG0R8E71O,ES,11,120.0,V 0,13.5,6.9,9.3,223.0,2003-03-01
AUDI,A4 1.8T (163ch),MAU97A4FR404,8EABFBF1FAVJG0R8E60O,ES,10,120.0,V 0,11.4,6.5,8.3,199.0,2003-03-01
AUDI,A4 1.9TDI (101ch),MAU5392FV211,8ELAVBF1FM52DHR8E50N,GO,6,74.0,M 5,7.0,4.5,5.4,146.0,2003-03-01
AUDI,A4 1.9TDI (101ch),MAU5392FW212,8ELAVBF1FM52DHR8E50O,GO,6,74.0,M 5,7.1,4.6,5.5,149.0,2003-03-01
AUDI,A4 1.9TDI (130ch),MAU5594FH863,8EAAWXF1FM52FCR8E50O,GO,7,96.0,M 5,7.5,4.5,5.6,151.0,2003-03-01
AUDI,A4 1.9TDI (130ch),MAU9592FJ918,8ELAVFF1FAVJ00R8E50N,GO,7,96.0,V 0,7.4,4.6,5.5,149.0,2003-03-01
AUDI,A4 1.9TDI (130ch),MAU5592FY230,8ELAWXF1FM52FCR8E50O,GO,7,96.0,M 5,7.5,4.5,5.6,151.0,2003-03-01
AUDI,A4 2.0FSI (150ch),MAU1642FJ124,B5LAPUF1FM52EMR92S5M,ES,9,110.0,M 5,11.1,6.5,8.1,194.0,2003-03-01
AUDI,A4 2.0FSI (150ch),MAU1642FJ125,B5LAPUF1FM52EMR96S5M,ES,9,110.0,M 5,11.1,6.5,8.1,194.0,2003-03-01
AUDI,A4 2.0FSI (150ch),MAU1642FL127,B5LAPUF1FM52EMR96S5N,ES,9,110.0,M 5,11.2,6.6,8.2,197.0,2003-03-01
AUDI,A4 2.0FSI (150ch),MAU5644FT119,B5AAKNF1FM6EAER92S5N,GO,9,110.0,M 6,9.7,5.2,6.8,184.0,2003-03-01
AUDI,A4 2.0FSI (150ch),MAU5644FU120,B5AAKNF1FM6EAER92S5O,GO,9,110.0,M 6,9.8,5.3,6.9,186.0,2003-03-01
AUDI,A4 2.0FSI (150ch),MAU5644FV121,B5AAKNF1FM6EAER96S5N,GO,9,110.0,M 6,9.7,5.2,6.8,184.0,2003-03-01
AUDI,A4 2.0FSI (150ch),MAU5644FW122,B5AAKNF1FM6EAER96S5O,GO,9,110.0,M 6,9.8,5.3,6.9,186.0,2003-03-01
AUDI,A4 2.0L,MAU9594FL783,8EAALTF1FAVJA0R8E50N,ES,8,96.0,V 0,10.9,6.2,7.9,190.0,2003-03-01
AUDI,A4 2.0L (130ch),MAU1582FW981,8ELALTF1FM52EQR8E50N,ES,8,96.0,M 5,11.5,6.0,8.0,192.0,2003-03-01
AUDI,A4 2.0L (130ch) MULTITRONIC,MAU9592FS187,8ELALTF1FAVJA0R8E50N,ES,8,96.0,V 0,10.9,6.2,7.9,190.0,2003-03-01
AUDI,A4 2.0L (130ch) MULTITRONIC,MAU9592FT188,8ELALTF1FAVJA0R8E50O,ES,8,96.0,V 0,11.0,6.3,8.0,192.0,2003-03-01
AUDI,A4 2.4L (170ch),MAU9794FB875,8EABDVF1FAVJG0R8E60O,ES,11,125.0,V 0,13.5,6.9,9.3,223.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU9792FJ886,8ELAMMF1FAVJG0R8E60O,ES,11,120.0,V 0,13.5,6.9,9.3,223.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU97A2FD430,8ELBFBF1FAVJG0R8E60N,ES,10,120.0,V 0,11.3,6.4,8.2,197.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU97A4FJ662,8EABDGF1FAVJ00R8E60P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU97A4FK663,8EABDGF1FAVJ00R8E60Q,GO,10,120.0,V 0,9.4,5.8,7.1,192.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU97A4FL664,8EABDGF1FAVJ00R8E71P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU97A4FM665,8EABDGF1FAVJ00R8E71Q,GO,10,120.0,V 0,9.4,5.8,7.1,192.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU57A4FJ666,8EABDGF1FM6EA0R8E60P,GO,10,120.0,M 6,9.7,5.4,6.9,186.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU57A4FK667,8EABDGF1FM6EA0R8E60Q,GO,10,120.0,M 6,9.9,5.5,7.1,192.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU57A4FL668,8EABDGF1FM6EA0R8E71P,GO,10,120.0,M 6,9.7,5.4,6.9,186.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU57A4FM669,8EABDGF1FM6EA0R8E71Q,GO,10,120.0,M 6,9.9,5.5,7.1,192.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU68A4FP670,8EABDHQ1QM6EAMR8E60P,GO,11,132.0,M 6,10.5,5.9,7.6,205.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU68A4FQ671,8EABDHQ1QM6EAMR8E60Q,GO,11,132.0,M 6,10.7,6.0,7.8,211.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU68A4FS673,8EABDHQ1QM6EAMR8E71P,GO,11,132.0,M 6,10.5,5.9,7.6,205.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU68A4FT674,8EABDHQ1QM6EAMR8E71Q,GO,11,132.0,M 6,10.7,6.0,7.8,211.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU57A2F1713,8ELBFCF1FM6EA0R8E60O,GO,10,120.0,M 6,9.7,5.3,6.8,184.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU57A2F2714,8ELBFCF1FM6EA0R8E60P,GO,10,120.0,M 6,9.8,5.4,7.0,189.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU57A2F3715,8ELBFCF1FM6EA0R8E71O,GO,10,120.0,M 6,9.7,5.3,6.8,184.0,2003-03-01
AUDI,A4 2.5TDI (163ch),MAU57A2F4716,8ELBFCF1FM6EA0R8E71P,GO,10,120.0,M 6,9.8,5.4,7.0,189.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU97A2FJ691,8ELBDGF1FAVJ00R8E60O,GO,10,120.0,V 0,9.1,5.5,6.8,184.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU97A2FK692,8ELBDGF1FAVJ00R8E60P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU97A2FL693,8ELBDGF1FAVJ00R8E60Q,GO,10,120.0,V 0,9.4,5.8,7.1,192.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU97A2FM694,8ELBDGF1FAVJ00R8E71O,GO,10,120.0,V 0,9.1,5.5,6.8,184.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU97A2FN695,8ELBDGF1FAVJ00R8E71P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU97A2FP696,8ELBDGF1FAVJ00R8E71Q,GO,10,120.0,V 0,9.4,5.8,7.1,192.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU57A2FL697,8ELBDGF1FM6EA0R8E60O,GO,10,120.0,M 6,9.6,5.3,6.8,184.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU57A2FM698,8ELBDGF1FM6EA0R8E60P,GO,10,120.0,M 6,9.7,5.4,6.9,186.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU57A2FN699,8ELBDGF1FM6EA0R8E71O,GO,10,120.0,M 6,9.6,5.3,6.8,184.0,2003-03-01
AUDI,A4 2.5TDI (163ch) MULTITRONIC,MAU57A2FP700,8ELBDGF1FM6EA0R8E71P,GO,10,120.0,M 6,9.7,5.4,6.9,186.0,2003-03-01
AUDI,A4 2.5TDI (163ch) QUATTRO,MAU68A2FR701,8ELBDHQ1QM6EAMR8E60P,GO,11,132.0,M 6,10.5,5.9,7.6,205.0,2003-03-01
AUDI,A4 2.5TDI (163ch) QUATTRO,MAU68A2FS702,8ELBDHQ1QM6EAMR8E60Q,GO,11,132.0,M 6,10.7,6.0,7.8,211.0,2003-03-01
AUDI,A4 2.5TDI (163ch) QUATTRO,MAU68A2FT703,8ELBDHQ1QM6EAMR8E71P,GO,11,132.0,M 6,10.5,5.9,7.6,205.0,2003-03-01
AUDI,A4 2.5TDI (163ch) QUATTRO,MAU68A2FU704,8ELBDHQ1QM6EAMR8E71Q,GO,11,132.0,M 6,10.7,6.0,7.8,211.0,2003-03-01
AUDI,A4 2.5TDI (180ch),MAU9792FU934,8ELBDVF1FAVJG0R8E60O,ES,11,125.0,V 0,13.5,6.9,9.3,223.0,2003-03-01
AUDI,A4 2.5TDI (180ch),MAU8894F2773,8EAAKEQ1QA5VABR8E60Q,GO,12,132.0,A 5,12.5,6.3,8.5,230.0,2003-03-01
AUDI,A4 2.5TDI (180ch),MAU88A4FE657,8EAAKEQ1QA5VABR8E60Q,GO,12,132.0,A 5,12.7,6.4,8.7,235.0,2003-03-01
AUDI,A4 2.5TDI (180ch),MAU68A4FR672,8EABDHQ1QM6EAMR8E60R,GO,12,132.0,M 6,10.9,6.1,8.0,216.0,2003-03-01
AUDI,A4 2.5TDI (180ch),MAU68A4FU675,8EABDHQ1QM6EAMR8E71R,GO,12,132.0,M 6,10.9,6.1,8.0,216.0,2003-03-01
AUDI,A4 2.5TDI (180ch),MAU8892FP885,8ELAKEQ1QA5VABR8E60Q,GO,12,132.0,A 5,12.5,6.3,8.5,230.0,2003-03-01
AUDI,A4 2.5TDI (180ch),MAU88A2FE686,8ELAKEQ1QA5VABR8E60Q,GO,12,132.0,A 5,12.7,6.4,8.7,235.0,2003-03-01
AUDI,A4 2.5TDI (180ch) QUATTRO BV6,MAU6882FB976,8ELAKEQ1QM6EAMR8E60P,GO,11,132.0,M 6,11.1,5.9,7.8,211.0,2003-03-01
AUDI,A4 2.5TDI (180ch) QUATTRO BV6,MAU6882FC977,8ELAKEQ1QM6EAMR8E60Q,GO,11,132.0,M 6,11.2,6.0,7.9,213.0,2003-03-01
AUDI,A4 3.0L,MAU9994FM805,8EAASNF1FAVJ00R8E61O,ES,14,162.0,V 0,13.6,7.0,9.4,226.0,2003-03-01
AUDI,A4 3.0L (220ch),MAU1982FJ989,8ELASNF1FM52FER8E61O,ES,14,162.0,M 5,13.8,7.2,9.6,230.0,2003-03-01
AUDI,A4 3.0L (220ch) MULTITRONIC,MAU9982F4986,8ELASNF1FAVJ00R8E61O,ES,14,162.0,V 0,13.6,7.0,9.4,226.0,2003-03-01
AUDI,A4 3.0L (220ch) MULTITRONIC,MAU9982F5987,8ELASNF1FAVJ00R8E61P,ES,14,162.0,V 0,13.7,7.1,9.5,228.0,2003-03-01
AUDI,A4 3.0L (220ch) QUATTRO,MAU2982FR994,8ELASNQ1QM5ABSR8E61P,ES,15,162.0,M 5,15.0,8.1,10.6,254.0,2003-03-01
AUDI,A4 3.0L (220ch) QUATTRO TIPTRONIC,MAU4982FU991,8ELASNQ1QA5VF0R8E61P,ES,15,162.0,A 5,16.0,7.8,10.8,259.0,2003-03-01
AUDI,A4 3.0L (220ch) QUATTRO TIPTRONIC,MAU4982FV992,8ELASNQ1QA5VF0R8E61Q,ES,15,162.0,A 5,16.1,7.9,10.9,262.0,2003-03-01
AUDI,A4 CABRIOLET 1.8T (163ch),MAU97A5EN047,8HKAMMF1FAVJG0R8H60P,ES,11,120.0,V 0,13.6,7.4,9.6,229.0,2003-03-01
AUDI,A4 CABRIOLET 2.4L,MAU97A5ED073,8HKBDVF1FAVJG0R8H60P,ES,11,125.0,V 0,13.6,7.4,9.6,229.0,2003-03-01
AUDI,A4 CABRIOLET 3.0L,MAU99A5EX055,8HKASNF1FAVJ00R8H61P,ES,15,162.0,V 0,13.8,7.3,9.7,233.0,2003-03-01
AUDI,A6 1.8T (150ch),MAU1692KE958,4BLAWTF1FM52EMR92O,ES,10,110.0,M 5,11.5,6.7,8.5,204.0,2003-03-01
AUDI,A6 1.8T (150ch),MAU1692KK964,4BLAWTF1FM52EMR96O,ES,10,110.0,M 5,11.5,6.7,8.5,204.0,2003-03-01
AUDI,A6 1.8T (150ch) MULTITRONIC,MAU9682KL033,4BLAWTF1FAVJG0R92O,ES,10,110.0,V 0,11.7,6.7,8.5,204.0,2003-03-01
AUDI,A6 1.8T (150ch) MULTITRONIC,MAU9682KN035,4BLAWTF1FAVJG0R96O,ES,10,110.0,V 0,11.7,6.7,8.5,204.0,2003-03-01
AUDI,A6 1.8T (150ch) QUATTRO,MAU2672KA626,4BLAWTQ1QM5ABDR92P,ES,10,110.0,M 5,12.7,7.5,9.5,228.0,2003-03-01
AUDI,A6 1.9TDI (130ch),MAU95A4KL237,4BAAVFF1FAVJ00R92P,GO,8,96.0,V 0,7.7,5.0,5.9,159.0,2003-03-01
AUDI,A6 1.9TDI (130ch),MAU95A2KW252,4BLAVFF1FAVJ00R92O,GO,8,96.0,V 0,7.6,5.0,5.8,157.0,2003-03-01
AUDI,A6 1.9TDI (130ch),MAU5592KP312,4BLAWXF1FM52FCR92O,GO,7,96.0,M 5,7.7,4.6,5.7,154.0,2003-03-01
AUDI,A6 1.9TDI (130ch),MAU5592KS316,4BLAWXF1FM52FCR96O,GO,7,96.0,M 5,7.7,4.6,5.7,154.0,2003-03-01
AUDI,A6 1.9TDI (130ch),MAU5592KW320,4BLAWXF1FM52FCR99O,GO,7,96.0,M 5,7.7,4.6,5.7,154.0,2003-03-01
AUDI,A6 2.0L,MAU9594KJ944,4BAALTF1FAVJD0R92O,ES,8,96.0,V 0,11.3,6.7,8.3,199.0,2003-03-01
AUDI,A6 2.0L,MAU1592KM358,4BLALTF1FM52FDR92O,ES,9,96.0,M 5,11.9,6.5,8.4,202.0,2003-03-01
AUDI,A6 2.4L (170ch),MAU1792K7420,4BLBDVF1FM52EGR92O,ES,11,125.0,M 5,14.0,7.5,9.9,238.0,2003-03-01
AUDI,A6 2.4L (170ch),MAU1792KB424,4BLBDVF1FM52EGR96O,ES,11,125.0,M 5,14.0,7.5,9.9,238.0,2003-03-01
AUDI,A6 2.4L (170ch) MULTITRONIC,MAU9792KH431,4BLBDVF1FAVJG0R92P,ES,11,125.0,V 0,14.3,7.1,9.7,233.0,2003-03-01
AUDI,A6 2.4L (170ch) MULTITRONIC,MAU9792KL435,4BLBDVF1FAVJG0R96P,ES,11,125.0,V 0,14.3,7.1,9.7,233.0,2003-03-01
AUDI,A6 2.4L (170ch) QUATTRO,MAU2792KY444,4BLBDVQ1QM5ABFR96P,ES,12,125.0,M 5,15.2,8.3,10.9,262.0,2003-03-01
AUDI,A6 2.4L (170ch) QUATTRO TIPTRONIC,MAU4792KB451,4BLBDVQ1QA5VG0R92Q,ES,12,125.0,A 5,16.3,8.2,11.3,271.0,2003-03-01
AUDI,A6 2.4L (170ch) QUATTRO TIPTRONIC,MAU4792KF455,4BLBDVQ1QA5VG0R96Q,ES,12,125.0,A 5,16.3,8.2,11.3,271.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KJ779,4BABCZF1FAVJ00R92P,GO,10,120.0,V 0,8.9,5.6,6.7,181.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KK780,4BABCZF1FAVJ00R92Q,GO,10,120.0,V 0,9.1,5.7,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KL781,4BABCZF1FAVJ00R95P,GO,10,120.0,V 0,8.9,5.6,6.7,181.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KM782,4BABCZF1FAVJ00R95Q,GO,10,120.0,V 0,9.1,5.7,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KN783,4BABCZF1FAVJ00R96P,GO,10,120.0,V 0,8.9,5.6,6.7,181.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KP784,4BABCZF1FAVJ00R96Q,GO,10,120.0,V 0,9.1,5.7,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KP785,4BABCZF1FAVJ00R98P,GO,10,120.0,V 0,8.9,5.6,6.7,181.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KQ786,4BABCZF1FAVJ00R98Q,GO,10,120.0,V 0,9.1,5.7,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KR787,4BABCZF1FAVJ00R99P,GO,10,120.0,V 0,8.9,5.6,6.7,181.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KS788,4BABCZF1FAVJ00R99Q,GO,10,120.0,V 0,9.1,5.7,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KP789,4BABCZF1FM6EA0R92P,GO,10,120.0,M 6,9.4,5.3,6.8,183.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KQ790,4BABCZF1FM6EA0R92Q,GO,10,120.0,M 6,9.6,5.4,6.9,185.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KR791,4BABCZF1FM6EA0R95P,GO,10,120.0,M 6,9.4,5.3,6.8,183.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KS792,4BABCZF1FM6EA0R95Q,GO,10,120.0,M 6,9.6,5.4,6.9,185.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KT793,4BABCZF1FM6EA0R96P,GO,10,120.0,M 6,9.4,5.3,6.8,183.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KU794,4BABCZF1FM6EA0R96Q,GO,10,120.0,M 6,9.6,5.4,6.9,185.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KV795,4BABCZF1FM6EA0R98P,GO,10,120.0,M 6,9.4,5.3,6.8,183.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KW796,4BABCZF1FM6EA0R98Q,GO,10,120.0,M 6,9.6,5.4,6.9,185.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KX797,4BABCZF1FM6EA0R99P,GO,10,120.0,M 6,9.4,5.3,6.8,183.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU57A4KY798,4BABCZF1FM6EA0R99Q,GO,10,120.0,M 6,9.6,5.4,6.9,185.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KU535,4BABDGF1FAVJ00R92P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A4KP300,4BABFCF1FAVJ00R92P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A2KB617,4BLBDGF1FAVJ00R92P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (163ch),MAU97A2KP376,4BLBFCF1FAVJ00R92P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU78A4KD555,4BABDHF1FA5VAAR92P,GO,12,132.0,A 5,11.3,6.2,8.1,217.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU78A2KN824,4BLBAUF1FA5VAAR92Q,GO,12,132.0,A 5,11.0,6.1,8.0,216.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU78A2KP826,4BLBAUF1FA5VAAR95Q,GO,12,132.0,A 5,11.0,6.1,8.0,216.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU78A2KR828,4BLBAUF1FA5VAAR96Q,GO,12,132.0,A 5,11.0,6.1,8.0,216.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU78A2KT830,4BLBAUF1FA5VAAR98Q,GO,12,132.0,A 5,11.0,6.1,8.0,216.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU78A2KV832,4BLBAUF1FA5VAAR99Q,GO,12,132.0,A 5,11.0,6.1,8.0,216.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2KX833,4BLBAUQ1QA5VABR92Q,GO,12,132.0,A 5,12.4,6.4,8.5,230.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2KY834,4BLBAUQ1QA5VABR92R,GO,12,132.0,A 5,12.5,6.5,8.7,235.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2KZ835,4BLBAUQ1QA5VABR95Q,GO,12,132.0,A 5,12.4,6.4,8.5,230.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2K0836,4BLBAUQ1QA5VABR95R,GO,12,132.0,A 5,12.5,6.5,8.7,235.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2K1837,4BLBAUQ1QA5VABR96Q,GO,12,132.0,A 5,12.4,6.4,8.5,230.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2K2838,4BLBAUQ1QA5VABR96R,GO,12,132.0,A 5,12.5,6.5,8.7,235.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2K3839,4BLBAUQ1QA5VABR98Q,GO,12,132.0,A 5,12.4,6.4,8.5,230.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2K4840,4BLBAUQ1QA5VABR98R,GO,12,132.0,A 5,12.5,6.5,8.7,235.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2K5841,4BLBAUQ1QA5VABR99Q,GO,12,132.0,A 5,12.4,6.4,8.5,230.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU88A2K6842,4BLBAUQ1QA5VABR99R,GO,12,132.0,A 5,12.5,6.5,8.7,235.0,2003-03-01
AUDI,A6 2.5TDI (180ch),MAU78A2KU637,4BLBDHF1FA5VAAR92P,GO,12,132.0,A 5,11.3,6.2,8.1,217.0,2003-03-01
AUDI,A6 2.5TDI (180ch) QUATTRO BV6,MAU6872KZ450,4BLAKEQ1QM6EAMR92Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0,2003-03-01
AUDI,A6 2.5TDI (180ch) QUATTRO BV6,MAU6872K1452,4BLAKEQ1QM6EAMR96Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0,2003-03-01
AUDI,A6 2.5TDI (180ch) QUATTRO BV6,MAU6892KM593,4BLAKEQ1QM6EAMR99Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0,2003-03-01
AUDI,A6 2.7T,MAU49A4KR280,4BABESQ1QA5VT0R95Q,ES,18,184.0,A 5,18.1,8.8,12.2,293.0,2003-03-01
AUDI,A6 2.7T,MAU4992KP954,4BBAREQ1QA5VT0R96S,ES,15,184.0,A 5,,,,,2003-03-01
AUDI,A6 2.7T,MAU49A2K2356,4BLBESQ1QA5VT0R95Q,ES,18,184.0,A 5,18.1,8.8,12.2,293.0,2003-03-01
AUDI,A6 2.7T (250ch) QUATTRO BV6,MAU2992KC621,4BLAREQ1QM6EF0R99Q,ES,18,184.0,M 6,16.7,8.9,11.7,281.0,2003-03-01
AUDI,A6 2.7T (250ch) QUATTRO TIPTRONIC,MAU4992KQ629,4BLAREQ1QA5VT0R99Q,ES,18,184.0,A 5,18.1,8.8,12.2,293.0,2003-03-01
AUDI,A6 3.0L (220ch),MAU1992K5653,4BLASNF1FM52FER96O,ES,15,162.0,M 5,13.9,7.3,9.7,233.0,2003-03-01
AUDI,A6 3.0L (220ch),MAU1992KA658,4BLASNF1FM52FER99P,ES,15,162.0,M 5,14.0,7.4,9.8,235.0,2003-03-01
AUDI,A6 3.0L (220ch) MULTITRONIC,MAU9992K2662,4BLASNF1FAVJ00R96P,ES,15,162.0,V 0,14.1,7.2,9.7,233.0,2003-03-01
AUDI,A6 3.0L (220ch) MULTITRONIC,MAU9992K6666,4BLASNF1FAVJ00R99P,ES,15,162.0,V 0,14.1,7.2,9.7,233.0,2003-03-01
AUDI,A6 3.0L (220ch) QUATTRO BV6,MAU2992KP669,4BLASNQ1QM6EBCR96P,ES,15,162.0,M 6,16.0,8.6,11.3,271.0,2003-03-01
AUDI,A6 3.0L (220ch) QUATTRO TIPTRONIC,MAU4992K3678,4BLASNQ1QA5VE0R96Q,ES,15,162.0,A 5,16.6,8.4,11.4,274.0,2003-03-01
AUDI,A6 4.2L V8 (300ch) QUATTRO TIPTRONIC,MAU4972P6606,4BLASGQ1QA5LB0R87R,ES,22,220.0,A 5,19.4,9.5,13.1,314.0,2003-03-01
AUDI,A6 AVANT 1.8T (150ch),MAU1674KR581,4BAAWTF1FM52EMR92O,ES,10,110.0,M 5,11.5,6.7,8.5,204.0,2003-03-01
AUDI,A6 AVANT 1.8T (150ch),MAU1674K3582,4BAAWTF1FM52EMR92P,ES,10,110.0,M 5,11.6,6.8,8.6,206.0,2003-03-01
AUDI,A6 AVANT 1.8T (150ch) MULTITRONIC,MAU9674K6985,4BAAWTF1FAVJG0R92P,ES,10,110.0,V 0,11.9,6.9,8.7,209.0,2003-03-01
AUDI,A6 AVANT 1.8T (150ch) QUATTRO,MAU2674KC721,4BAAWTQ1QM5ABDR92P,ES,10,110.0,M 5,12.7,7.5,9.5,228.0,2003-03-01
AUDI,A6 AVANT 1.9TDI (130ch),MAU5594K3323,4BAAWXF1FM52FCR92P,GO,8,96.0,M 5,7.8,4.7,5.8,157.0,2003-03-01
AUDI,A6 AVANT 1.9TDI (130ch),MAU5594K7327,4BAAWXF1FM52FCR96P,GO,8,96.0,M 5,7.8,4.7,5.8,157.0,2003-03-01
AUDI,A6 AVANT 2.4L (170ch),MAU1794KG461,4BABDVF1FM52EGR92P,ES,12,125.0,M 5,14.1,7.6,10.0,240.0,2003-03-01
AUDI,A6 AVANT 2.4L (170ch),MAU1794KM467,4BABDVF1FM52EGR96P,ES,12,125.0,M 5,14.1,7.6,10.0,240.0,2003-03-01
AUDI,A6 AVANT 2.4L (170ch) MULTITRONIC,MAU9794KT475,4BABDVF1FAVJG0R92P,ES,11,125.0,V 0,14.3,7.1,9.7,233.0,2003-03-01
AUDI,A6 AVANT 2.4L (170ch) MULTITRONIC,MAU9794KX479,4BABDVF1FAVJG0R96P,ES,11,125.0,V 0,14.3,7.1,9.7,233.0,2003-03-01
AUDI,A6 AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8874K8316,4BAAKEQ1QA5VABR92R,GO,12,132.0,A 5,13.0,6.7,9.0,243.0,2003-03-01
AUDI,A6 AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8874KA318,4BAAKEQ1QA5VABR96R,GO,12,132.0,A 5,13.0,6.7,9.0,243.0,2003-03-01
AUDI,A6 AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8894KD610,4BAAKEQ1QA5VABR99R,GO,12,132.0,A 5,13.0,6.7,9.0,243.0,2003-03-01
AUDI,A6 AVANT 2.5L (180ch) TIPTRONIC,MAU7874KX308,4BAAKEF1FA5VAAR92Q,GO,12,132.0,A 5,11.4,6.3,8.2,221.0,2003-03-01
